dataset,mre,rmse,rand_mre,rand_rmse,models_mre,models_rmse
T4_CPUALL,0.09932054820674203,165.48694725018862,0.08116134826433899,176.9780950338196,0.10996559644884038,158.36356932573221
P4_CPUALL,0.040557692130022534,23.173684258694202,0.03385303687681436,22.899380147616043,0.04348023416347225,23.292241786035806
RTX2080Ti_CPUALL,0.07408936286833101,43.91168787120564,0.03556896052187293,52.99497652995827,0.13335152032442044,23.959016606606905
RTX3080Ti_CPUALL,0.057921175916134306,16.87437323547131,0.07613279018793014,30.936932759395084,0.05286239417396879,9.89852350177406
